Point_X,Point_Y,Tree_Name,Tree_Id,Genus,Species,Common_Name,Diameter,Tree__Height,ZONE_GEN,PageName,Status
-78.91701613,36.0108171,O19-QUPH-004,2249206,Quercus,phellos,Willow oak,36,60-80,RES_HIGH_DENSITY,O19,done
-78.91463801,36.00984672,O19-QUPH-005,2249371,Quercus,phellos,Willow oak,30,60-80,RES_HIGH_DENSITY,O19,done
-78.91460583,36.01064787,O19-QUPH-006,2249483,Quercus,phellos,Willow oak,35,60-80,RES_HIGH_DENSITY,O19,done
-78.9169836,36.01397063,O19-QUPH-007,2249486,Quercus,phellos,Willow oak,41,40-60,RES_HIGH_DENSITY,O19,done
-78.91701747,36.01091447,O19-QUPH-008,2249788,Quercus,phellos,Willow oak,34,60-80,RES_HIGH_DENSITY,O19,done
-78.91599125,36.00994236,O19-QUPH-009,2249809,Quercus,phellos,Willow oak,39,60-80,RES_HIGH_DENSITY,O19,done
-78.91732492,36.01341685,O19-QUPH-010,2250038,Quercus,phellos,Willow oak,25,40-60,RES_HIGH_DENSITY,O19,done
-78.91775072,36.01354323,O19-QUPH-011,2250043,Quercus,phellos,Willow oak,25,20-40,RES_HIGH_DENSITY,O19,done
-78.91586781,36.00985838,O19-QUPH-012,2250133,Quercus,phellos,Willow oak,39,60-80,RES_MEDIUM_DENSITY,O19,done
-78.91776413,36.01344126,O19-QUPH-013,2250309,Quercus,phellos,Willow oak,28,80+,RES_HIGH_DENSITY,O19,done
-78.91697633,36.01181464,O19-QUPH-014,2250342,Quercus,phellos,Willow oak,21,40-60,RES_HIGH_DENSITY,O19,done
-78.91721327,36.01013095,O19-QUPH-015,2303897,Quercus,phellos,Willow oak,14,0-20,RES_HIGH_DENSITY,O19,done
-78.91836762,36.01113821,O19-QUPH-016,2831688,Quercus,phellos,Willow oak,8,20-40,RES_HIGH_DENSITY,O19,done
-78.9183864,36.011046,O19-QUPH-017,2831689,Quercus,phellos,Willow oak,8,20-40,RES_HIGH_DENSITY,O19,check
-78.91608704,36.0098653,O19-QUPH-018,2831740,Quercus,phellos,Willow oak,9,40-60,RES_HIGH_DENSITY,O19,done
-78.91463667,36.01247036,O19-QUPH-019,2832267,Quercus,phellos,Willow oak,31,60-80,RES_HIGH_DENSITY,O19,done
